Num_Col1,Num_Col2,Num_Col3,Num_Col4,Num_Col5,Num_Col6,Num_Col7,Num_Col8,Num_Col9,Num_Col10,Num_Col11,Num_Col12,Num_Col13,Num_Col14,Num_Col15,Num_Col16,Num_Col17,Num_Col18,Num_Col19,Num_Col20,Num_Col21,Num_Col22,Num_Col23,Num_Col24,Num_Col25,Nom_Col26,Nom_Col27,Nom_Col28,Nom_Col29,Nom_Col30,Nom_Col31,Nom_Col32,Nom_Col33,Nom_Col34,Nom_Col35,Nom_Col36,Nom_Col37,Nom_Col38,Nom_Col39,Nom_Col40,Nom_Col41,Nom_Col42,Nom_Col43,Target (Col44)
0.0338694594282369,0.0010559830690814,-9.926405327970755,0.0703939554270689,0.0007879378258898,9.737944868325406e-05,-0.0592312927794423,0.0007393145005062,15.47314143275974,NaN,NaN,-1.110998793758902,NaN,0.055359299613556,-0.0957091624127335,0.0101228993516084,0.000513223156933,-0.0010860725494231,-3.222770019503802,2.0188049126307823,-9.805277619379968,-0.0016504151546703,-0.9218502324403608,-3.424252745549448,-5.592107695907141,C0_c0,C1_c0,C2_c0,C3_c0,C4_c0,C5_c0,C6_c0,C7_c0,C8_c0,C9_c0,C10_c0,C11_c0,C12_c0,C13_c0,C14_c0,C15_c0,C16_c0,C17_c0,1
0.053218175454553,NaN,-0.0381324508076519,0.0024730887817252,0.0003370905017375,0.0004446291364133,0.022612057198692,-0.00039172665573,0.8495317688408855,-0.0004878591892071,-0.0019332594687713,11.554638874410106,-0.0012817007152327,-0.0320281176541579,-0.1286313787550518,-0.0014692992836126,0.0004025767189788,0.0005351183534824,0.6292980475542023,-4.636671521822517,8.646503225696302,-0.0008761855792967,-8.051821740265124,-11.816909285262051,13.086544017084758,C0_c0,C1_c1,C2_c1,C3_c1,C4_c1,C5_c0,C6_c0,C7_c0,C8_c1,C9_c1,C10_c1,C11_c0,C12_c0,C13_c1,C14_c1,C15_c1,C16_c1,C17_c1,0
NaN,0.0014069447155547,-0.0186178407137725,0.0579793146088102,NaN,0.0007770387308033,0.034020657892422,NaN,-17.116813659174817,0.000837966100676,NaN,-8.222674174823412,0.0030001059275761,0.2000531559616483,0.0124487758178613,-0.0037967638660731,-0.0005382044018036,-0.0011753590446178,6.383601310061241,NaN,-1.0504329438479971,-4.994007491007626e-05,-18.99592347017706,16.562392199239827,8.902188426095677,C0_c1,C1_c2,C2_c0,NaN,C4_c2,C5_c0,C6_c1,NaN,C8_c2,NaN,C10_c2,NaN,C12_c1,NaN,NaN,C15_c1,C16_c2,C17_c2,0
0.0389708577594679,0.0120824826014855,0.0380989783959812,0.0538801585221024,0.0009950716207874,0.0003078227438365,0.0724761920297317,0.0013583338791495,-14.968759727365574,0.0021610592896409,0.0038096403822338,-1.0477759403568143,-0.0006364864920655,-0.1212132332010997,-0.1002012646431604,-0.0049044012764526,-0.0005844926642282,-0.0009587591018872,8.021525913701407,4.750044546048984,-14.086351820085689,0.0014273493200057,13.265513000080908,13.539776004952255,8.616310269888357,C0_c0,C1_c3,C2_c1,C3_c2,C4_c1,C5_c0,NaN,C7_c0,NaN,C9_c0,C10_c3,C11_c2,C12_c1,C13_c0,C14_c1,C15_c2,C16_c2,C17_c3,0
0.0005033259885503,0.0117503999444088,-0.0199086148671169,0.0542187327448954,0.0001766018622177,-1.8136218898015613e-05,-0.0129901671062135,-0.0010798815795668,15.014805334324574,-0.0001600002961647,NaN,-2.809441139464888,-0.0033698722346794,-0.0154191960716291,-0.1227441924082985,-0.0035761267216844,2.858301013267441e-05,-0.0001008635231492,NaN,-12.811489673725632,7.1397762606983495,0.000103043236142,3.836784127579724,1.4812789508212645,17.023131198581027,C0_c0,C1_c4,C2_c2,C3_c1,C4_c3,C5_c0,C6_c0,C7_c0,C8_c4,C9_c1,C10_c4,C11_c1,C12_c2,NaN,C14_c3,C15_c1,C16_c1,C17_c4,0
0.062041295823505,0.0062759565328988,NaN,-0.0413088519519617,0.0001777887869132,-0.0003563698026464,0.0007692127779667,0.0012981921281172,-28.186219933278775,-0.0007167560388278,-0.0056991987944306,NaN,-0.0061495873774154,-0.1108252448837676,0.0700704554855126,-0.0103308348759636,0.0008795377969979,-0.0005284704052927,2.852005529920178,-3.3038180087800724,12.205704413915594,0.0003950453729009,0.8814837316001933,-12.766522242495986,-6.68721265849624,C0_c0,C1_c5,C2_c3,C3_c3,NaN,C5_c1,C6_c1,C7_c1,C8_c1,C9_c1,C10_c5,NaN,C12_c0,C13_c2,C14_c4,C15_c3,C16_c2,C17_c5,0
0.0310642980823992,0.0090367267819746,0.0402842580397657,0.0096566211712054,0.0004026910392426,0.0006911538217082,0.0202561532774074,-0.0012152039230709,15.01101293665685,-0.0004679047496253,-0.0184238992896841,-7.638850946001934,0.0026115364575963,0.0931735407539574,0.0972605783513532,-0.0045002751433168,0.0012378138565423,0.0005259039658659,3.5504430060499423,3.698083239804737,-22.03274417882101,NaN,6.81965173535576,-1.8880831278880723,-0.5608431715014007,C0_c1,C1_c2,C2_c2,C3_c0,C4_c0,C5_c2,NaN,C7_c0,C8_c5,C9_c1,C10_c3,C11_c4,C12_c0,NaN,C14_c5,C15_c3,C16_c0,C17_c3,0
0.0339714004460886,0.0150141894972625,-0.4862306461929027,0.1816920598191949,0.0005103344144974,NaN,-0.2116535904640674,0.002126650805299,6.621879808282117,0.0010229027621758,-0.0021665863818108,NaN,-0.0092699194988245,0.1449719863311143,0.0627595444631736,0.0043519096519112,-0.000275140495065,-0.0001462620594323,0.260901877867172,-9.144068643120102,3.0543240962520617,0.0013445932337039,5.82617009536828,-10.09093154637159,2.754299759930567,C0_c2,C1_c6,C2_c0,C3_c4,C4_c2,C5_c0,NaN,NaN,C8_c0,C9_c2,C10_c2,C11_c2,C12_c3,C13_c2,C14_c0,C15_c4,C16_c2,C17_c5,0
0.0450134573727766,0.000230723790526,-0.0566279109057578,0.1741158833152429,0.0002906852510154,0.0009244118090356,-0.0313202637003446,-0.0017142457930818,2.658339143735612,0.0005620581691565,0.0031665076160128,-2.683803280088552,NaN,NaN,0.0533672583852932,0.0066747187591464,0.0004699868353288,0.000251350656279,NaN,1.6978337562345125,-0.3747544789630651,0.0006086177421081,-3.099277450059602,4.174340056792193,0.0871401717397127,C0_c0,C1_c7,C2_c4,C3_c3,C4_c0,C5_c0,C6_c1,C7_c0,C8_c4,C9_c3,C10_c4,C11_c5,C12_c4,C13_c0,C14_c5,C15_c0,NaN,C17_c0,0
0.0426397325496896,0.0091976367126061,0.0618188175674327,0.1024996302898787,0.0003817749632711,-0.0012113172970624,0.1600833147609913,NaN,-0.8637311807974619,0.0007099479653639,-0.0139069569052953,-0.9612979345629762,NaN,-0.0618061129420745,0.1000048138753037,0.0045059901263236,0.0004095587950021,NaN,8.234719222495618,0.0451375015397536,-7.884041871750588,0.0006529895467192,-2.508488050688171,11.358880515313048,NaN,C0_c0,NaN,C2_c1,C3_c5,C4_c1,C5_c0,NaN,C7_c0,C8_c0,C9_c0,C10_c1,C11_c1,C12_c5,NaN,C14_c1,C15_c4,C16_c2,C17_c1,0
